original_index,AirlineName,CabinType,OverallScore,Recommended,Review,lda_topic,lda_topic_probability,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob
7712,Spirit Airlines,Economy Class,1.0,no,"Medellin to Baltimore via Orlando. Everything is cheap - customer service cheap, on flight experience cheap - front desk staff cheap. Hand carry fee $150 on top of ticket - you will be shocked when you try to check-in with hand-carry - if you have connecting flights they will charge you for the hand-carry for each leg. I will never fly this airline again. I will pay all the extra cash to fly another airline.",1,0.776864,0.004339,0.776864,0.201405,0.004352,0.004342,0.004339,0.004359
7713,Sunwing Airlines,Economy Class,1.0,no,"We chartered for a 2 week all-inclusive trip to Cuba in February of 2015. The seats were very very close together and the aisle was so narrow that the refreshment cart could just get by. One could not get past the cart unless you stood in someone's space until the cart went by. On the return flight the elderly guy behind me kept bumping the back of my seat probably with his knees and hopefully unintentionally thus waking me up whenever I dozed off. Our ""dinner"" comprised of one piece of 2x4 piece of ""pizza"". They only have one drop down TV screen for 3 rows of seats and no choice of movies. The red-eye flight was brutal. Leave YVR at 7 pm arrive Cuba at 12.30 5.30 am Cuba time. The return is worse. Leave Cuba at 6 am and after a 7 hour flight arrive YVR at 10 am BC time. On a positive note the stewardess was very efficient and calm when the lady in front of us got sick and passed out. Would I travel with Sunwing again? No.",5,0.630553,0.087547,0.083539,0.00184,0.192848,0.001838,0.630553,0.001835
7714,Flair Airlines,Economy Class,1.0,no,They charged me for my personal item. I have this laptop bag which I have been using for my personal item for many years and it meets the requirements. It fits perfectly under the seat. I have taken some Geo Tag pictures as well. I asked about the name of the person who charged me they did not provide me with that information. Flair airline staff was very rude. When I call them they say that their system is upgrading and to call back in two hours. Flair advertises themselves to be a cheap and easy flight however this is not the first time my experience with Flair has been difficult and a headache. I am disappointed in the quality of service I have been provided both for the personal item and the rude customer service.,1,0.634046,0.002517,0.634046,0.002518,0.002515,0.353367,0.002522,0.002515
7715,Spirit Airlines,Economy Class,1.0,no,"After arriving to Las Vegas to catch the next flight to Philadelphia we discovered one of their flight crew didn't show up. They delayed the flight from 9:45 pm to 7 am next day after waiting hour and half. When many passengers raised hell they announced everyone will receive an email for hotel and meal voucher. But first they have to pick up their luggage. Luggages were delayed for additional hour and half. At this point it was 11:30 pm already. I did not receive email nor a text. I approached their customer assistance and they entered my information again. A side note, yes I have their app and I always receive notifications and advertisements from them. Anyway by the time I received an email it was past 12:20 AM. It didn't make sense to go to find transportation and hotel for couple of hours and back at the gate by 6 am. Personal loss: a days full of meeting and interviews plus additional day for airport parking. At this point I hope my pets are OK since I have no coverage for tomorrow until I get home. This is the 3rd time I was burnt by this airline. Never again! They are not capable of running any kind of schedule and not reliable. Not to mention they have the hardest landing among any airlines I flew during my years. The only thing they have is attitude and that is negative as well.",3,0.627432,0.001317,0.001316,0.21317,0.627432,0.154136,0.001317,0.001313
7716,United Airlines,Economy Class,2.0,no,United unable to fly on time causing connection problems. Too much stress. Our flight out of GEG was on time to Denver. The flight to Springfield from Denver was over an hour late. Then evidently that hour timed out the flight crew. They had to page a replacement flight crew causing more delay. Ground transportation in Springfield is now screwed up. Text updates timely and helpful. Having to have a miles account to enjoy food and beverage is a huge hassle. Tell your IT cost saving morons to consider customer needs. I won't fly United again. The stress isn't worth it.,3,0.486944,0.382462,0.002866,0.002865,0.486944,0.119129,0.00287,0.002864
7717,AirAsia X,Economy Class,,no,We were delayed in Denpasar and couldn't get out connecting flight to Australia - Air Asia knew this but instead of organising it early they kept us waiting at the airport for 5 hours whilst they organised a bus and hotel. McDonalds and a bottle of water was offered as dinner - bad luck if you are vegetarian or do not eat fast food! The hotel was grotty and all 24 of the stranded Air Asia customers left and paid for a hotel for the next night! Will not take Air Asia again.,3,0.362443,0.191513,0.003184,0.003185,0.362443,0.003184,0.188902,0.24759
7718,United Airlines,Economy Class,1.0,no,"Charleston to Houston. I paid for a 7:00a.m flight not 8:15a.m flight. Every time I fly United it’s never on time. I would recommend Delta or Southwest. United is a joke. If you would like to land late every time you fly, then fly United.",3,0.819372,0.007167,0.144829,0.007162,0.819372,0.00716,0.007156,0.007154
7719,Aeroflot Russian Airlines,Economy Class,,no,I traveled with Aeroflot last December going to Bangkok via Moscow and the same return trip. The aircraft cabin was not clean on all of the 4 legs I traveled the cabin crew were rude and unhelpful food inedible and on two of the planes the TV radio and reading light were not working. I will never use Aeroflot again.,5,0.637242,0.005301,0.005303,0.005303,0.005302,0.005302,0.637242,0.336247
7720,Afriqiyah Airways,,3.0,no,Ouagadougou to Gatwick - the plane which was due to leave Ouaga at 1.00 am arrived at 4am & departed at 5am. I asked one of the ground staff before departure if I could possible catch the connecting flight at Tripoli which was due to leave at 8.30 am considering that it was a 4 hours flight to Tripoli and 2 hours time difference in advance. I was reassured more than once that I will catch the plane and even a message had been sent to wait for me there. I boarded the plane with a lot of apprehension and when we arrived at Tripoli I was not surprised to find that the plane had left without me 2 hrs earlier. I contacted Afriqiyah staff and they looked embarased and didn't know what to do with me - I had to stay in the airport lounge till the next day when one of the staff took somehow pity on me & upgraded my ticket to the first class. Food is not bad inflight service good and 48 kg baggage allowance for somehow modest ticket price.,0,0.480203,0.480203,0.049413,0.001994,0.174743,0.193816,0.097841,0.00199
7721,Frontier Airlines,Economy Class,1.0,no,Norfolk to Orlando. Horrible service.  I called and was told as long as I was at the airport 30 mins prior to arrival I would be ok. I got to airport 40 mins before departure and could not get on my flight because check in issues no one was at Frontier desk and manager waited til flight left to come down and say we could leave out Monday when my trip was over. Horrible customer service and misleading information.,2,0.434317,0.25945,0.004094,0.434317,0.289866,0.004094,0.00409,0.004089
7722,Allegiant Air,Economy Class,4.0,no,"Belleville to Punta Gorda. Allegiant issued me a baggage credit in Nov 2016. Went to use credit and it is hidden in a drop down arrow where you need yo type it in. If you do not click the drop down arrow, you will never have the opportunity to type in the voucher credit. It is very easy to over look. Appears the intent if Allegiant. If they wanted you to use it, they would make it visible with out having to click the down arrow. This is what happeed to us. We booked anyway due to we did not want to lose the price. Called customer service, takes 45 minutes to 1 hour to speak to a representative. Once through, they said it was too late and thanked me for my donation as they would not re-issue my voucher.",4,0.559555,0.176979,0.168963,0.002655,0.086544,0.559555,0.002653,0.002651
7723,Cebu Pacific,Economy Class,1.0,no,"Dubai to Manila. There are a few issues I'd like to mention: 1. I arrived in Dubai at 00.20 on 15 July. My connecting flight, which was supposed to depart at 04.55, was delayed until 10.10 am (without explanation). The airline bought one free McDonald's meal for every customer, but in my opinion, that did not make up for a 5 hour delay. 2. When I made my booking, it was made clear that there would be no food available on the flight. However, once on the flight, I noticed that other passengers had been able to pre-book meals. It would have been nice if this option were available to me to - would have saved me from having to buy food at ridiculous prices in Dubai airport. 3. I understand that this is a budget airline, but the low cost is not worth the discomfort. The seats are tiny and do not recline. There is no inflight entertainment. This flight was almost 10 hours long and it was incredibly uncomfortable. The restrooms were dirty and smelled bad. 4. When we landed in Manila, the captain announced that because of the red thunder, there would be a slight delay in de-boarding. After about 20 minutes, he announced that the terminal we were supposed to use for de-boarding was occupied by another airline because of the disruption of the thunderstorm. He said we would wait for 10-15 minutes. This went on for two hours, with him periodically announcing that it would only be another 10-15 minutes. After the 6 hour delay and almost 10 hour flight, this pushed me past my breaking point. The pilot said it was beyond their control. I don't know if I believe that, but even if that were true, the airline/pilot could surely have come up with something better than repeating the same lie for two hours. I will never fly with this airline again, and would not recommend anyone else to do so.",0,0.572867,0.572867,0.001095,0.001095,0.001096,0.099833,0.247047,0.076967
7724,VivaAerobús,Economy Class,1.0,no,"Tijuana to Tuxtla Gutierrez via Monterrey. I'm with all the folks who would give this airline a negative star, if I could. I work at a non-profit organization, and we were taking a humanitarian trip with our interns, so we had a group of about 20 people. It was many of the kids first time flying, and they were already nervous about it. When we go to check in, the airline insists on weighing each person's bags together. I'm aware that the policy states a 10 kg weight limit on one carry on and one personal item, but I've never flown on a flight where they weigh the carry on and personal item together. Some kids' bags were at 7kg, and others were at 10.3kg and they wanted us to pay $50usd for the ones that were over. Of course we weren't going to pay for 10 or so kids' bags because they were a little bit over, so we start rearranging the baggage to spread the weight around more evenly. We also had one check-in bag that we had already paid $100usd for (and it was full of gifts for kids at an orphanage that we connect with when we visit), and they wanted us to pay again, even though we had the receipt showing we had already paid. Once we finally got our stuff reorganized to accommodate their ridiculous lack of logic (honestly, couldn't you just do the math and realize it all evens out eventually rather than being nitpicky?!), we were able to check in. At this point, they had to hold the plane for us about 30 minutes (and we had a connecting flight in Monterrey that we needed to make, and I'm sure many others did as well). So the kids start giving their stuff back to each other as we're walking...then we realize that they have another scale at the boarding gate and we had to go through the whole rigmarole again. Additionally, the ""customer service"" agents (if you can call them that - they were incredibly rude and impatient), insisted on charging us for the bags that were ""over"" (by .3kg) again, even though we showed our receipts. They held the flight for about an hour and half because they were very busy hassling us. I know it's probably because we were in a group, because they didn't weigh other people's bags as they boarded. I couldn't believe how ridiculous the whole process was. After we ended up paying for 3 of the kids bags (twice), we finally boarded the flight (which boasted a sorry excuse for leg room, no inflight entertainment, and no drink/food options whatsoever during the 3 hour flight). Because we had layovers each direction, we ended up flying with the airline a total of 3 times, and each experience was as horrific as the one mentioned above. THANK GOD we took Interjet on the last leg of the journey. I've seriously never appreciated an airline more in my entire life (and I've flown hundreds of times for business). On the way back to TJ, the kids had purchased some blankets, ponchos, etc. to bring back with them (which, retrospectively, we should have shipped...it would've cost less). That meant when we got the airport, and tried to get our boarding passes (which we weren't able to print in advance, and had to pay an additional $20usd for each), we had bags that were 1 or 2 kg overweight. We literally sat on the airport floor and threw away toiletries, clothing, books, shoes, etc. and moved items around bags to meet their ridiculous requirements, constantly weighing and reweighing the bags to try to avoid paying hundreds of additional dollars in fees. We were the last ones to board each and every flight because of their insane extortion.",1,0.833295,0.027588,0.833295,0.110766,0.000554,0.000554,0.02669,0.000554
7725,Alitalia,Economy Class,1.0,no,"Rome to Toronto. This flight, as well as the flight from Toronto to Rome was the most uncomfortable flight I have ever experienced. The seats felt like wood, and, although I was very gratefully given another seat, which was one of the preferred seats, it was hard. The original seat was very close to the bathroom and even the air conditioning blowing was impossible to stop the smell. Both flights were filthy. The blankets smelled rotten. The original flight from Toronto to Rome had seating so tight you could hardly get through the row. I would not recommend Alitalia in economy class.",5,0.719302,0.003116,0.003117,0.003114,0.00312,0.00312,0.719302,0.26511
7726,British Airways,Business Class,2.0,no,"Stockholm to London. Worst business class flight I have flown. Split seating for myself and my wife because apparently they were overbooked. The meal was inedible for me, and was the worst airline meal I have been served.",5,0.618924,0.00843,0.338914,0.008437,0.008432,0.008422,0.618924,0.00844
7727,Aer Lingus,Economy Class,4.0,no,Washington to Dublin. The Boeing 757-200 was the same as US domestic flights and the plane was also very old. I cannot believe I am flying on southwest style airline internationally!  Do not fly this airline if you are used larger planes for international flights.,5,0.801098,0.010219,0.010239,0.01024,0.147716,0.010229,0.801098,0.010261
7728,fastjet,Economy Class,1.0,no,"Dar es salaam to Mbeya. I bought my ticket in October 2018 on the Fastjet website. I turned up to fly in February 2019 from Dar to Mbrya to be told by airport staff that the airline had ceased flying. Right up until the day if departure its website still showed the flight as on time. They never even bothered sending me an email telling me they weren’t flying any more! Then I sent seven emails and made five phone calls to their office asking for a refund, phone was never answered, emails never replied to. I went to their office this morning and demanded a refund – they now say they will give me my money back in 21 working days time. I will wait to see if it happens. Be warned – do not fly with this airline!",4,0.819004,0.00235,0.002347,0.169254,0.00235,0.819004,0.002346,0.002349
7729,Karthago Airlines,,,no,Cardiff to Monastir return. Both flights on time staff pleasant and the food was hot. The 737-300 did look a little old and decor seat backs etc a little torn but no worse than many other airlines I've flown. This airline is adequate.,5,0.896474,0.00651,0.006511,0.006503,0.006509,0.006505,0.896474,0.070987
7730,easyJet,Economy Class,2.0,no,"Flew Palermo to London Gatwick. Excessive delays with not enough info provided during my last 4 flights with easyJet. The last two times we incurred over two hours delay due to ""passenger removal"" and security checks. Only water provided during the long waiting on the plane. They used to do food service with two trolleys: one starting from the front and one starting from the back of the aircraft. They now start with two trolleys from the front and no sandwiches are available when reaching the last five seating rows. Disgraceful. No interest whatsoever if there are small children. It used to be a very good company, now it simply is a cattle transport. I and my family will never use easyJet ever again. Quite frankly the tickets are in reason of 200/250 GBP per person every time we travel so not interesting anymore for this kind of dis-service.",0,0.461069,0.461069,0.176899,0.001886,0.001886,0.16727,0.189104,0.001885
7731,Wizz Air,Economy Class,2.0,no,Athens to Luton. Terrible boarding process. They show boarding at least 30 minutes before actually boarding a single person. Then only had one person checking boarding cards. Terrible experience which I will pay to avoid in the future (with another airline). The 'priority' boarding only gets you on the bus first too! So probably last on the plane. Seats are uncomfortable too. Avoid at all costs.,1,0.65349,0.326041,0.65349,0.004092,0.004093,0.004095,0.004093,0.004095
7732,Delta Air Lines,Premium Economy,1.0,no,Washington DC to Lima via Atlanta. Horrible experience - delays on flights! Spending over 36 hours on airports and rerouted flights for a 9-10h flight. After all this they lost my luggage and after 5 days it’s not resolved -  unbelievable! Stay away!,3,0.646457,0.006813,0.006816,0.319452,0.646457,0.00682,0.006809,0.006833
7733,Condor Airlines,Economy Class,1.0,no,"Our Punta Cana to Paris flight was delayed by 5 days which is not the complaint, although bad enough in and of itself. They were entirely disorganized in how to handle an entire flight of people not having their flight leave as planned due to their airplane having problems. The main complaint comes from waiting over 5 months for my refund and never having a prompt reply from them or the requested info when they claim to have reimbursed me and have not!! They agree to reimburse us Euro 1200 for the flights - which I am still waiting for and hoping they ever reply to the emails I send.  Dismal service - add in to that during the 5 days of delay we never knew day to day when we would be flying etc.  When we finally flew, they then wanted us to pay the infight entertainment, were treated like regular bookings and not allowed a free glass of wine etc. After waiting 5-6 hours in airport before flight initially cancelled, paying for an entire day of food in airport. Our luggage was dented and ruined as well, but nothing extra in the reimbursement for that as the max refund is euro 600 per traveller.",4,0.576205,0.269994,0.074477,0.001594,0.001595,0.576205,0.074542,0.001593
7734,Air Canada rouge,Economy Class,1.0,no,"YYZ-LAS return on as part of an AC Vacations package. I'd read the negative reviews online but thought I could suffer the inconvenience for the 4-5 hour flight. Got onboard and was greeted by smiling cheery FA's dressed like they were going to a high school prom as opposed to being professionals but as has been said they were friendly. I managed to squeeze into my seat (15C-aisle) which was not much fun and the plane hadn't even moved yet. I'm 6'3"" and even with legs crossed one knee was in the aisle and the other was encroaching into the space of the middle seat. There is no inflight entertainment (IFE) which is fine as I always bring my iPad anyway but to see the FA's trying to flog rental iPads for $10 was in my opinion a bit tacky especially considering the limited numbers. The FA's appeared very young and generally inexperienced. The dreaded return flight home was equally as bad and I was even looking for alternative routings which would allow me to avoid suffering another 4 hours of discomfort and general amateur performance. Unfortunately I was not so fortunate and flew back to YYZ on the 'red eye' departing LAS at 2330Hrs due to delays (flight was due to depart shortly past 2300 hrs). Again the inexperience and amateur behaviour of supposedly trained FA's was on display with one looking as though he'd just spent all night in a casino as he wandered up and down the aisle with a dishevelled uniform tie loosely done and top button open. Once the initial drink service was completed I expected the main cabin lights to be dimmed so people could sleep but no the lights remained ON during the entirety of the overnight flight which I couldn't understand but of course given the rest of the performance it wouldn't have surprised me if the FA's didn't know how to turn down the lights! Overall Rouge is a discount product being offered as a full fare premium product which is wrong on so many levels. I've flown many low cost carriers in various parts of the world and they all share the same features (or lack thereof) as Rouge yet they're openly advertised and priced as 'low cost' and 'no frills' which is something Air Canada is not doing with Rouge. Never again will I fly this pitiful excuse for an airline lack of legroom not withstanding and if Air Canada does not smarten up and listen to its customer base I will be moving all of my business elsewhere.",5,0.797971,0.060514,0.000704,0.000703,0.101292,0.000704,0.797971,0.038113
7735,PLAY,Economy Class,1.0,no,"Worst customer service ever.  No phone number to call. My flight got cancelled, no help, no refund. Unbelievable",4,0.928382,0.011913,0.011933,0.011978,0.01194,0.928382,0.011922,0.011932
7736,British Airways,Economy Class,3.0,no,"My wife and I travelled from Manchester to Las Vegas via Heathrow. The flight from Manchester was delayed and then on arrival at LHR the boarding passes which were fine at MAN were no good at LHR. We had to queue for over 2 hours to get more printed. Others with the same problem missed their main flights! The staff at LHR are rude jobsworth who take great pleasure in causing the maximum discomfort. The 747 seats on the LHR to LV flights were terrible like small deck chairs. Any leg/knee movement from the person behind was felt even with the pillow between me and the seat back. Compared with US Air the seats are much smaller and far more basic. Seating totally unsuitable for long haul flights. The entire cabin is extremely cramped the aisles are so narrow that anyone who is not slim tends to bang into your seat every time they pass. BA brought a whole new meaning to ""cattle class"" The cabin staff were efficient and professional the food was fine. I am not a large person certainly not overweight but I was badly cramped. I would never choose BA for a long haul flight again. We travel from Manchester to Las Vegas 2 or 3 times a year. BA is by far the worst carrier we have flown with especially when you add in the extra costs for seat selection etc. Very Poor!",5,0.706695,0.001228,0.209473,0.001225,0.078928,0.001223,0.706695,0.001227
7737,Copa Airlines,Economy Class,2.0,no,"This is my second time traveling with Copa Airlines. I had no complaints until we flew from Quito to Panama on route to Toronto. The take off was horrible, the plane dropped quite a bit on the take off. The pilots made no announcements as to what was wrong and the flight was unstable for 20 minutes. Everyone on the plane screamed when the plane dropped. Not one announcement to tell us anything. I am very disappointed at the airline.",0,0.565566,0.565566,0.005121,0.408808,0.005127,0.005118,0.005129,0.005132
7738,Alaska Airlines,First Class,3.0,no,LAX-SJD-LAX Feb 15 First Class. What a disappointing experience. We purchased (not upgraded or miles) first class tickets to Cabo expecting a lot more. The first class seat pitch was awful in rows 2 and 3. Very cramped! Forget it if the person in front of you leans back at all. It also appears that the 3rd (and last row of 1st) has minimal seat recline. The condition of the seats : The leather was very distressed marked up and very worn. When we boarded at Cabo for the return flight to LAX there were crumbs all over the seats and floor. The food (both ways): a chicken sandwich with a single tomato slice some orzo and a piece of chocolate. Not even packets of salt and pepper accompanied the trays. I'd say this product is an embarrassment to this airline.,5,0.916537,0.002107,0.002112,0.002108,0.072916,0.002115,0.916537,0.002105
7739,Spirit Airlines,Economy Class,1.0,no,"Oakland to Los Angeles. The flight itself was to be expected, chair looking seats, not really comfortable. All my clothes and items in my small hand-carry duffle because Luggage is extra $.  But it's cheap, that's the reason we flew with them, right? Spirit calls me the day before, says we're currently taking volunteers because they are downsizing the plane. I asked what will they offer for compensation. They say vouchers for a free round trip flight. I said okay, for a free flight, I can change my plans last minute. I call in before my voucher expires and they said it won't include government fees/taxes and peak seasons. Okay, peak season means holidays right? No, apparently their voucher does not include all Fridays or Sundays all year. I even said I'm flexible with where. LAX, SD, anywhere. I'm just looking for a weekend trip. Nope, can't. You can fly on Saturday and come back on Monday, just not Friday nor Sunday. So I had changed my plans last minute to help Spirit out for a round trip flight voucher I can't even utilize. I said even a $ amount off of my next flight is something I can work with. I'm willing to go anywhere for a weekend, so long as I can come back on Sunday so I'm not skipping work. No, just said no. I'm sorry you're feeling this way, but no. Voucher restrictions are Fridays, Sundays, and all holidays. Kindly asked to be escalated to the manager because this is ridiculous. He said he can't help me because of the voucher's restrictions. I asked for a discount on my next flight, anything I can work with. Then he even had the decency to tell me to be a member if I want to get a discount off my next flight.  If it's the cheapest flight and you got yourself everything you need in a duffle-bag TSA approved. Sure, I get why you'll pick it. But if you experience any  kind of issues along the way? Know that you'll be royally screwed over. In fact, don't even fly with them. Find another one. Pay that extra $30 for better customer service.",4,0.360787,0.000853,0.350129,0.000854,0.285671,0.360787,0.000854,0.000852
7740,Jetstar Airways,Economy Class,2.0,no,"Gold Coast to Melbourne. This airline knows nothing about customer experience. They weight your luggage at the gate and with only being one kilo over, I was made to pay an additional $60 to check my bag. Considering my actual check luggage was 6kg under, it would be best practice customer service to check in the system and include it in that. I will never be flying Jetstar again.",1,0.813477,0.004476,0.813477,0.004486,0.004476,0.004484,0.004482,0.164119
7741,Gol Transportes Aéreos,Business Class,1.0,no,"The worst airline I traveled. shares flights with American Airlines, business class codes do not match between airlines. Poor service, 2 hours standing expecting 20 people in San Pablo waiting for a Gol employee, trip 25 days ago I still claim my frequent flyer miles. They do not credit them, they say they do not know if I flew, incredible, very bad, do not use",5,0.304983,0.00435,0.004345,0.244933,0.276805,0.160235,0.304983,0.004349
7742,Frontier Airlines,Economy Class,1.0,no,"Tampa to Buffalo. Horrible. They lost our $300 car seat that was with our portable high chair in a huge bright red bag .. how do you loose that!? Not only that, they did nothing but submit a claim at the airport, and made us wait (over an hour!) just to tell us they can’t do anything. They didn’t have any car seats for us to use as we’d need to cross back to Canada, didn’t put us up in a hotel for the night. Not worth it. Called the number, all they’re doing is reimbursing us for checking our bag, and they did end up finding our stuff but is only being shipped Monday. Not worth it, will not be flying with Frontier again. Spend a bit more for a better airline.",3,0.403836,0.002808,0.368817,0.190504,0.403836,0.002817,0.002814,0.028405
7743,Southwest Airlines,Economy Class,1.0,no,"Southwest Airlines took my money for a flight to Costa Rica, then Southwest stopped flying there and they won't refund my money. They told me I could reschedule but had to fly within a year. They still haven't started flying there and they told me I will just lose my 1,050.00. They blamed it on Costa Rica, but that is a lie since other US Airlines are flying there. Southwest Airlines just flat out stole over a thousand dollars from me. Whatever you do, do not book with Southwest Airlines. They are literally high-class thieves.",3,0.517835,0.004088,0.004095,0.004093,0.517835,0.461696,0.004108,0.004085
7744,American Airlines,Economy Class,1.0,no,"American Airlines used to be a great airline, I don’t know what happened to them, it’s getting worse and worse. Coming back from Cozumel to Dallas, on AA 1256 scheduled to depart at 7:02 but got delayed for 2 hours!. Anyway I arrive to airport without COVID test which is was my fault, but I had 5 hours to go back to the San Miguel and do my COVID test. The attendant knew that plane will get delayed for a long time because it hasn’t left Dallas yet , but they send me to the local COVID station and make me pay 70 bucks cash for each person, and if you don’t have cash you can’t get a test and if you can’t get a test you can’t get on the plane how funny.",3,0.553476,0.002867,0.00287,0.00287,0.553476,0.432191,0.002865,0.00286
7745,American Airlines,Economy Class,1.0,no,"Dallas to Vancouver. They cancelled my flight 6 hours before departure, rebooked for 4 days later nothing they could do about early flight. We end up going home one day after with another company paid for a last minute one-way ticket way more expensive than our original tickets. So after a month fight with American Airlines they finally approved a partial refund for the service they never realized. The only problem they did a partial refund to a Mastercard. I do not have, never had a MasterCard. Even so, I already told them 9 times I do not have a MasterCard they keep telling me there is nothing they can do because by regulation they must refund the money to the same method of payment. I paid with the only credit card I have, a Visa, but no one in America Airlines can understand they have a problem on their file.",4,0.887886,0.002275,0.002273,0.002278,0.100748,0.887886,0.00227,0.00227
7746,Cathay Pacific Airways,Economy Class,1.0,no,"Hong Kong to Mumbai. I was not allowed to carry my guitar in cabin by Cathay Pacific crew during check in. I was told to check-in guitar, which I did not want to as guitar would be broken or have scratch. I had previously flew with guitar in more than 6 aircraft companies, they were really friendly and never stopped in from carrying guitar. I had a really bad experience in Hong Kong airport. Crew in airport were not friendly and were laughing speaking in there language after telling that they can not allow me to take guitar, as if it was fun for them. I did not feel good and did not want to pay to this people so left my guitar which had been my best friend from past 6 year. I would suggest not to take this airline if carrying guitar. And especially from Hong Kong.",6,0.450812,0.00224,0.377664,0.002242,0.002238,0.002239,0.162564,0.450812
7747,Air France,Business Class,1.0,no,"Bengaluru to Paris. Air France kept us on the jetway for 4 hours, without air conditioning and did not allow us to get off the plane, despite the plane still being connected to the jetway.  After the inevitable cancelling of the flight, we were then taken back through customs. After getting another flight with another airline (that was not in business class), we tried to have them honor our business class tickets by allowing us to wait in the executive lounge, which we had been able to access with our business class tickets, but since we had to get coach tickets at the last minute, then we were not allowed to wait in the lounge. The only positive that I can report is that the flight attendant was kind and remorseful this was obviously not her fault in any way. However, as a company, Air France left a lot to be desired",4,0.348575,0.342971,0.002312,0.002314,0.002311,0.348575,0.187663,0.113856
7748,Saudi Arabian Airlines,Economy Class,5.0,no,I fly Saudi a lot overall they are always on time. Aircraft are new so for the time being in good condition and clean. Most of my trips are short up to 2 hours so don't require entertainment as they hand out ear phones but there are no screens. The Catering has been cut you used to get a full meal service on international flights regardless of length Saudia I would have to say had some good catering on board now its a frozen bread sandwich with tea or coffee better off give nothing as no one eats them. Staff as usual get the basics done don't expect interaction or a smile as that's obviously not in the job description. Fly them again? Probably A to B on time with bags all I need on a short hop and prices are reasonable.,5,0.936892,0.002241,0.051904,0.002244,0.002238,0.002243,0.936892,0.002237
7749,Allegiant Air,Economy Class,1.0,no,"Not only were the flights extremely late, the staff and crew were very rude. When we arrived in Wichita at 5.00 pm for a 7.04 flight, we ultimately waited until 1.50 am on August 3, 2015 to board the flight to return to Phoenix-Mesa. The employees who occasionally appeared were so young that they found it more important to horse around up and down the jetways and ignore the requests for information from the passengers. Even the hostesses on board were rude to passengers. Their ""strength"" - flying directly into small towns - isn't worth the aggravation. I would definitely choose another airline next time, even if it means flying somewhere else prior to arriving at my destination. ",0,0.474219,0.474219,0.002873,0.212017,0.302275,0.002869,0.002872,0.002874
7750,Sun Country Airlines,Economy Class,1.0,no,Austin to Gulf Port via Ft Myers. I have never heard of paying for a bag on each leg of a one way flight. This should be disclosed when you purchase the ticket. I will never fly on this airline again.,1,0.605947,0.008936,0.605947,0.008946,0.174928,0.008958,0.008947,0.183338
7751,Iberia,Economy Class,,no,We flew from Heathrow to Madrid and then on to Lima the first leg was not bad but the flight to Lima was horrendous we had to sit 10 rows apart the food was inedible the plane old and unsuitable for a 12 hour flight the entertainment was virtually non existent and the staff were surly and did not want to serve any thing water appeared to be rationed. We flew back from Buenos Aires and the same comments applied apart from the food which had been supplied by Argentina that was edible in fact for airline food quite good.,5,0.907754,0.003259,0.003258,0.003264,0.003255,0.003266,0.907754,0.075944
7752,United Airlines,Business Class,2.0,no,"Edinburgh to Charleston via Washington. The flights to Edinburgh were ok but the planes we were on were very old and filthy. I used the warm towel they provide before the meal service to wipe off the center console between the seats and it was black. Yuck! The flight attendants were nice and the food was fine. Our return flights were not good. Our transatlantic flight was cancelled but we were not notified until we were standing in line to check in. We got a nice hotel room amd meals and the flight the next day was on time. But again the plane was filthy, the blanket smelled like body odor and had holes in it, and the wool throw smelled like a wet dog. There is no way those had been cleaned between uses. Again the center console was visibly dirty. I paid almost $5000 for this? The flight attendants were unfriendly and we were made to feel that we were an inconvenience for them. Our connection was in Newark and the plane we were supposed to leave on was diverted to another airport. Flight was delayed for hours while we waited for another plane. That one was United Express and that plane was very old and the interior was not maintained. My husband wents to the lavatory at the back of the plane and said there was a crack in the interior plastic. Part of my armrest was missing. I have to wonder what the state of the mechanics on these aged planes is like if the interior that is visible to the customers is so bad. I will avoid United Airlines whenever possible in the future. Think twice before you book with them.",5,0.535669,0.056697,0.09859,0.001328,0.243823,0.062565,0.535669,0.001327
7753,Iberia,Economy Class,1.0,no,"Madrid to Vienna. I couldn't do an online check in and at the check in they informed me that I am on a waiting list. I still had to go to the gate and wait there till everybody finished boarding. There were like 10 people in the same situation than me. Iberia explained me that this was normal. After everybody boarded they called 3 more people from the waiting list. I didn't get to be on the flight. They gave me the money back but I dont care about that. I wasted a lot of time, missed important business and got a lot of frustration from Iberia. I will never choose this airline again.",2,0.734069,0.250671,0.003055,0.734069,0.003051,0.003057,0.003053,0.003045
7754,Air Transat,Economy Class,4.0,no,"I discovered two separate and unrelated pairs of people who had paid for the upgrade service and not received it. A couple had paid for extra leg room seats and not received them on a prior flight. On the flight I took, a couple of elderly passengers had paid a fee to ensure they would be given seats beside each other, they did not get those seats. Air Transat offered the older passenger a seat at the back of the plane away from her friend that she had paid extra to sit beside. She refused, I offered to go to the seat at the back of the plane and gave her my seat. Staff were rude and ungracious to me and the elderly passenger. They only offered refreshments with meals. They did not offer them any other time. In addition, the meal was not good. The salad and bread were okay, but the main course seemed to almost be instant cheap rice. The chicken meal consisted of two pieces of chicken, basically non existent. I paid $1,000 for the return flight from Canada. I could have flown Air Canada Rouge for about the same price. ",5,0.526625,0.001666,0.349111,0.001668,0.001667,0.001672,0.526625,0.11759
